room_id,host_id,room_type,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price,minstay,latitude,longitude,last_modified
15267276,95459395,Entire home/apt,,Downtown,0,0.0,3,1.0,571.0,,42.35133,-71.063141,2017-01-14 09:14:07.559807
15232287,95459395,Entire home/apt,,Fenway,0,0.0,3,1.0,571.0,,42.344854,-71.100518,2017-01-14 09:14:07.557481
15282690,95459395,Entire home/apt,,Chinatown,0,0.0,3,1.0,571.0,,42.349217,-71.059536,2017-01-14 09:14:07.553125
10052622,30283594,Entire home/apt,,South Boston Waterfront,1,0.0,6,3.0,519.0,,42.351435,-71.046355,2017-01-14 09:14:07.550596
5783197,4552954,Entire home/apt,,South End,39,5.0,5,3.0,550.0,,42.342896,-71.074232,2017-01-14 09:14:06.585676
12270833,66095644,Entire home/apt,,Allston,0,0.0,5,2.0,524.0,,42.362546,-71.133947,2017-01-14 09:14:06.582780
7618925,11228809,Entire home/apt,,Roxbury,3,5.0,8,4.0,625.0,,42.32964,-71.092741,2017-01-14 09:14:06.580237
13477286,1600351,Entire home/apt,,South End,0,0.0,5,3.0,550.0,,42.345654,-71.076505,2017-01-14 09:14:06.573887
12362389,2025724,Entire home/apt,,Back Bay,0,0.0,4,2.0,600.0,,42.354574,-71.072428,2017-01-14 09:14:06.565403
15283105,95459395,Entire home/apt,,Chinatown,0,0.0,3,1.0,571.0,,42.350676,-71.060982,2017-01-14 09:14:06.547895
2649521,13563081,Entire home/apt,,South Boston Waterfront,9,5.0,6,3.0,600.0,,42.343165,-71.053388,2017-01-14 09:14:05.284539
7009774,36747522,Entire home/apt,,Charlestown,0,0.0,6,3.0,599.0,,42.383824,-71.067669,2017-01-14 09:14:05.280230
11735784,9419684,Entire home/apt,,South Boston Waterfront,5,5.0,6,3.0,506.0,,42.352645,-71.045701,2017-01-14 09:14:05.270750
