room_id,survey_id,host_id,room_type,country,city,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,bathrooms,price,minstay,name,last_modified,latitude,longitude,location
3792147,1309,6989109,Shared room,,Boston,,South Boston,71,4.5,1,1.0,,77.0,,Oceanview Penthouse Condo-Cool/Cozy/Amazing Views!,2017-06-11 15:06:35.166600,42.331261,-71.046148,0101000020E6100000A7B1BD16F4C251C05AB8ACC2662A4540
6489209,1309,26098645,Shared room,,Boston,,South Boston,25,5.0,2,1.0,,75.0,,"Large room, excellent access",2017-06-11 15:06:35.164019,42.329976,-71.059102,0101000020E61000003448C153C8C351C0823B50A73C2A4540
16367387,1309,14395956,Shared room,,Boston,,West Roxbury,0,0.0,2,1.0,,55.0,,Comfy futonbed in a cozy apartment,2017-06-11 15:06:33.623013,42.301978,-71.166541,0101000020E61000005C1C959BA8CA51C0450E1137A7264540
7245413,1309,37881504,Shared room,,Boston,,Allston,1,0.0,2,1.0,,50.0,,best place to live,2017-06-11 15:06:33.612568,42.352935,-71.127714,0101000020E6100000724F57772CC851C0904E5DF92C2D4540
11043756,1309,35423230,Shared room,,Boston,,Allston,2,0.0,1,1.0,,55.0,,Cozy room Allston central close to everything,2017-06-11 15:06:31.487564,42.355342,-71.138265,0101000020E61000009D4B7155D9C851C09772BED87B2D4540
4598026,1309,5383468,Shared room,,Boston,,Allston,26,5.0,1,1.0,,47.0,,"Very Central, Safe and Quiet",2017-06-11 15:06:31.456084,42.350468,-71.13581,0101000020E6100000111E6D1CB1C851C0B325AB22DC2C4540
5447285,1309,28254412,Shared room,,Boston,,Brighton,2,0.0,2,1.0,,44.0,,"Cozy room near BU, BC",2017-06-11 15:06:31.423191,42.34028,-71.143274,0101000020E61000007F17B6662BC951C0CFBD874B8E2B4540
14533117,1309,89873768,Shared room,,Boston,,Fenway,5,4.5,1,1.0,,50.0,,Shared room,2017-06-11 15:06:31.410449,42.346156,-71.092515,0101000020E6100000EDD808C4EBC551C037A8FDD64E2C4540
728238,1309,2139546,Shared room,,Boston,,Jamaica Plain,95,4.5,2,1.0,,54.0,,Need to be cozy at the last minute,2017-06-11 15:06:31.406293,42.309632,-71.116218,0101000020E6100000384D9F1D70C751C0C5E57805A2274540
15634337,1309,32097009,Shared room,,Boston,,Jamaica Plain,7,5.0,1,1.0,,50.0,,Couch-surf in this Lovely Apartment minutes to T!,2017-06-11 15:06:31.401181,42.298636,-71.111825,0101000020E610000003780B2428C751C042B456B439264540
13037372,1309,9039817,Shared room,,Boston,,Mission Hill,26,5.0,2,1.0,,46.0,,Common area bed and sleeping nook,2017-06-11 15:06:31.397215,42.331458,-71.109073,0101000020E61000001AF8510DFBC651C0B0FF3A376D2A4540
