room_id,survey_id,host_id,room_type,country,city,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,bathrooms,price,minstay,name,last_modified,latitude,longitude,location
15009005,1187,86203385,Shared room,,Boston,,Back Bay,60,4.5,2,1.0,,62.0,,Living room Shared Space in Back Bay,2017-05-05 12:28:17.317951,42.351241,-71.073829,0101000020E6100000C51F459DB9C451C0D6011077F52C4540
6489209,1187,26098645,Shared room,,Boston,,South Boston,20,5.0,2,1.0,,75.0,,"Large room, excellent access",2017-05-05 12:28:17.313698,42.329976,-71.059102,0101000020E61000003448C153C8C351C0823B50A73C2A4540
3792147,1187,6989109,Shared room,,Boston,,South Boston,64,4.5,1,1.0,,75.0,,Oceanview Penthouse Condo-Cool/Cozy/Amazing Views!,2017-05-05 12:28:17.309470,42.331261,-71.046148,0101000020E6100000A7B1BD16F4C251C05AB8ACC2662A4540
16367387,1187,14395956,Shared room,,Boston,,West Roxbury,0,0.0,2,1.0,,55.0,,Comfy futonbed in a cozy apartment,2017-05-05 12:28:16.105336,42.301978,-71.166541,0101000020E61000005C1C959BA8CA51C0450E1137A7264540
5447285,1187,28254412,Shared room,,Boston,,Brighton,2,0.0,2,1.0,,44.0,,"Cozy room near BU, BC",2017-05-05 12:28:15.415790,42.34028,-71.143274,0101000020E61000007F17B6662BC951C0CFBD874B8E2B4540
12336008,1187,66334541,Shared room,,Boston,,Dorchester,0,0.0,3,1.0,,47.0,,Restored Factory Space,2017-05-05 12:28:15.400328,42.31809,-71.063934,0101000020E61000008FC6A17E17C451C0A297512CB7284540
17015877,1187,67645423,Shared room,,Boston,,Fenway,4,5.0,2,1.0,,45.0,,Snug Sofa-Bed to Rest Your Head :),2017-05-05 12:28:15.393995,42.342957,-71.086189,0101000020E61000009911DE1E84C551C09677D503E62B4540
4598026,1187,5383468,Shared room,,Boston,,Allston,26,5.0,1,1.0,,47.0,,"Very Central, Safe and Quiet",2017-05-05 12:28:14.317141,42.350468,-71.13581,0101000020E6100000111E6D1CB1C851C0B325AB22DC2C4540
2219558,1187,3945988,Shared room,,Boston,,Back Bay,9,5.0,2,1.0,,40.0,,BU/MIT/Down Town! 3 MINS to T,2017-05-05 12:28:14.312685,42.351091,-71.086933,0101000020E61000005DFC6D4F90C551C0C075C58CF02C4540
8337048,1187,16330682,Shared room,,Boston,,Mission Hill,21,4.5,3,1.0,,45.0,,Comfortable & Convenient in Boston,2017-05-05 12:28:14.309784,42.330703,-71.099999,0101000020E61000007EA8346266C651C034D8D479542A4540
15634337,1187,32097009,Shared room,,Boston,,Jamaica Plain,2,0.0,1,1.0,,50.0,,Couch-surf in this Lovely Apartment minutes to T!,2017-05-05 12:28:14.307121,42.298636,-71.111825,0101000020E610000003780B2428C751C042B456B439264540
13861258,1187,50782486,Shared room,,Boston,,Dorchester,1,0.0,1,1.0,,50.0,,Shared room in vibrant South Dorchester,2017-05-05 12:28:14.303222,42.284525,-71.05654,0101000020E61000009DBAF2599EC351C07CF2B0506B244540
14533117,1187,89873768,Shared room,,Boston,,Fenway,5,4.5,1,1.0,,50.0,,Shared room,2017-05-05 12:28:14.300388,42.346156,-71.092515,0101000020E6100000EDD808C4EBC551C037A8FDD64E2C4540
16425676,1187,6530175,Shared room,,Boston,,Jamaica Plain,5,3.5,2,1.0,,50.0,,COZY PRIVATE ROOM IN JAMAICA PLAIN!,2017-05-05 12:28:14.296314,42.325466,-71.104129,0101000020E61000002C64AE0CAAC651C0DFFAB0DEA8294540
728238,1187,2139546,Shared room,,Boston,,Jamaica Plain,95,4.5,2,1.0,,54.0,,Need to be cozy at the last minute,2017-05-05 12:28:14.293537,42.309632,-71.116218,0101000020E6100000384D9F1D70C751C0C5E57805A2274540
13037372,1187,9039817,Shared room,,Boston,,Mission Hill,23,5.0,2,1.0,,46.0,,Common area bed and sleeping nook,2017-05-05 12:28:14.282861,42.331458,-71.109073,0101000020E61000001AF8510DFBC651C0B0FF3A376D2A4540
14885917,1187,93364702,Shared room,,Boston,,East Boston,28,5.0,2,1.0,,50.0,,Perfect for the Boston Explorer,2017-05-05 12:28:14.279666,42.373762,-71.038077,0101000020E6100000B56E83DA6FC251C0683EE76ED72F4540
9878803,1187,50291013,Shared room,,Boston,,Fenway,26,4.5,1,1.0,,50.0,,Futon in Brookline/Boston w/ bath,2017-05-05 12:28:14.273586,42.346267,-71.106227,0101000020E6100000F1BC546CCCC651C08E57207A522C4540
6142396,1187,31862615,Shared room,,Boston,,East Boston,163,5.0,2,1.0,,52.0,,Perfect for your Boston layover,2017-05-05 12:28:14.271269,42.368663,-71.03493,0101000020E61000008EE9094B3CC251C0641F6459302F4540
16125450,1187,48522319,Shared room,,Boston,,Jamaica Plain,21,4.5,2,1.0,,41.0,,"""Teal Bed"" / 2 min walk to Subway!",2017-05-05 12:28:14.268381,42.323469,-71.104125,0101000020E61000008B6CE7FBA9C651C08A22A46E67294540
15064899,1187,95259405,Shared room,,Boston,,South End,50,4.5,1,1.0,,55.0,,Comfortable & Clean Bed at Great Location,2017-05-05 12:28:14.263384,42.342583,-71.075406,0101000020E610000005FBAF73D3C451C031957EC2D92B4540
12761363,1187,69422156,Shared room,,Boston,,Brighton,2,0.0,1,1.0,,40.0,,"Nice, clean and lovely",2017-05-05 12:28:13.303189,42.346481,-71.138486,0101000020E61000000C3D62F4DCC851C0BAD7497D592C4540
18238531,1187,25149641,Shared room,,Boston,,Allston,0,0.0,1,1.0,,40.0,,A convenient COUCH in a gorgeous home IN BOSTON,2017-05-05 12:28:13.286647,42.350339,-71.133791,0101000020E6100000F25F200890C851C0B5C189E8D72C4540
14445160,1187,88944551,Shared room,,Boston,,Dorchester,0,0.0,2,1.0,,25.0,,Best Airbnb in town,2017-05-05 12:28:12.479410,42.311325,-71.074613,0101000020E6100000D0B69A75C6C451C0AEB6627FD9274540
13264687,1187,73947522,Shared room,,Boston,,Brighton,6,4.0,2,1.0,,40.0,,"Sofa-bed with laundry, Wi-Fi, and kitchen near BC",2017-05-05 12:28:12.476642,42.356393,-71.163964,0101000020E61000002B6EDC627ECA51C0FCC22B499E2D4540
15856553,1187,71842495,Shared room,,Boston,,Fenway,0,0.0,1,1.0,,31.0,,Shared Room available in 1 Bedroom Apartment,2017-05-05 12:28:12.469615,42.347922,-71.092361,0101000020E6100000419B1C3EE9C551C08AC745B5882C4540
15217581,1187,56086405,Shared room,,Boston,,Jamaica Plain,3,4.5,2,1.0,,39.0,,"Comfortable, large sofa-bed, sweet home near city.",2017-05-05 12:28:12.459150,42.302876,-71.115468,0101000020E610000003EFE4D363C751C0245F09A4C4264540
15437339,1187,2327276,Shared room,,Boston,,Brighton,15,4.5,1,1.0,,36.0,,~ Shared room in Brighton ~,2017-05-05 12:28:12.455869,42.346081,-71.144396,0101000020E6100000166BB8C83DC951C02C62D8614C2C4540
17526774,1187,17758,Shared room,,Boston,,Brighton,7,4.5,1,1.0,,39.0,,Frugal Living Room,2017-05-05 12:28:12.452048,42.36127,-71.145062,0101000020E61000001C7920B248C951C0518369183E2E4540
15974460,1187,79743471,Shared room,,Boston,,Allston,0,0.0,1,1.0,,25.0,,Cozy and convenience room waiting for you,2017-05-05 12:28:12.449232,42.35208,-71.125592,0101000020E6100000E92807B309C851C0B0C91AF5102D4540
18449729,1187,13250433,Shared room,,Boston,,Brighton,0,0.0,1,1.0,,35.0,,Shared Room - Commonwealth ave.,2017-05-05 12:28:12.446859,42.343112,-71.146933,0101000020E6100000016DAB5967C951C0BD6E1118EB2B4540
12871137,1187,70390911,Shared room,,Boston,,Allston,3,0.0,1,1.0,,35.0,,House with nice students in BU.,2017-05-05 12:28:12.442114,42.349352,-71.136227,0101000020E6100000437573F1B7C851C06765FB90B72C4540
13955674,1187,83107234,Shared room,,Boston,,Dorchester,5,5.0,1,1.0,,40.0,,Dorchester Inn,2017-05-05 12:28:12.439086,42.31221,-71.077375,0101000020E6100000CBA145B6F3C451C0F9BD4D7FF6274540
9407895,1187,41317613,Shared room,,Boston,,Mission Hill,11,3.5,1,1.0,,28.0,,Shared Apartment on Smith Street,2017-05-05 12:28:11.164835,42.333804,-71.096172,0101000020E61000009EB29AAE27C651C012A3E716BA2A4540
16961816,1187,113424114,Shared room,,Boston,,Mission Hill,1,0.0,1,1.0,,35.0,,Travel Home for professional,2017-05-05 12:28:11.162161,42.33338,-71.100241,0101000020E6100000F92D3A596AC651C0FB912232AC2A4540
13355213,1187,25149641,Shared room,,Boston,,Allston,6,5.0,1,1.0,,35.0,,VERY convenient COUCH in a LUXURIOUS house near BU,2017-05-05 12:28:11.155738,42.349999,-71.133253,0101000020E61000000246973787C851C0FC5069C4CC2C4540
14300751,1187,605252,Shared room,,Boston,,Roxbury,39,5.0,1,1.0,,23.0,,Comfy Couch for you to Crash on (Hostel Style),2017-05-05 12:28:11.147782,42.325872,-71.077553,0101000020E61000003AADDBA0F6C451C04F57772CB6294540
12074204,1187,64704565,Shared room,,Boston,,Mission Hill,1,0.0,1,1.0,,23.0,,Shared apartment in Smith Street,2017-05-05 12:28:11.144063,42.330801,-71.099008,0101000020E6100000B682A62556C651C0F73DEAAF572A4540
18493582,1187,31722051,Shared room,,Boston,,Fenway,1,0.0,2,1.0,,25.0,,Room for rent from May 1 - 20,2017-05-05 12:28:11.129385,42.34235,-71.097445,0101000020E6100000280AF4893CC651C08FE4F21FD22B4540
14487262,1187,12243051,Entire home/apt,,Boston,,Allston,3,5.0,4,2.0,,79.0,,Bright 2BR in Allston,2017-05-05 12:07:08.371542,42.36358,-71.131505,0101000020E6100000AC90F2936AC851C066BD18CA892E4540
13685207,1187,12243051,Entire home/apt,,Boston,,Allston,10,5.0,6,3.0,,79.0,,Sleek 3BR in Allston,2017-05-05 12:07:08.367570,42.349722,-71.131119,0101000020E61000009738F24064C851C08A58C4B0C32C4540
15477336,1187,12243051,Entire home/apt,,Boston,,Roxbury,8,4.5,4,2.0,,79.0,,Bright 2BR in South End,2017-05-05 12:07:06.783712,42.335233,-71.076221,0101000020E61000002E910BCEE0C451C01EC539EAE82A4540
16367520,1187,68597467,Entire home/apt,,Boston,,Beacon Hill,4,4.0,4,2.0,,78.0,,Cozy Beacon Hill Apartment,2017-05-05 12:07:04.632760,42.361025,-71.067008,0101000020E61000008124ECDB49C451C0EA043411362E4540
15268842,1187,95459395,Entire home/apt,,Boston,,Chinatown,1,0.0,5,2.0,,800.0,,Ultra LUX 2BR Apt in Downtown Boston,2017-05-05 12:06:57.504667,42.351563,-71.062661,0101000020E6100000056F48A302C451C0E8BD3104002D4540
15284016,1187,95459395,Entire home/apt,,Boston,,Chinatown,0,0.0,5,2.0,,800.0,,Ultra LUX 2BR Apt in Downtown Boston,2017-05-05 12:06:57.487620,42.348741,-71.059628,0101000020E6100000427BF5F1D0C351C01DE38A8BA32C4540
14339068,1187,49292206,Entire home/apt,,Boston,,Charlestown,2,0.0,10,3.0,,725.0,,Spacious Gaslight District Home,2017-05-05 12:06:57.472130,42.375531,-71.062981,0101000020E61000003DD175E107C451C02DD1596611304540
14775078,1187,4140161,Entire home/apt,,Boston,,South Boston Waterfront,1,0.0,6,2.0,,599.0,,2 Bedroom Harbor View Suites,2017-05-05 12:06:53.670708,42.34727,-71.039261,0101000020E610000087C0914083C251C0E370E657732C4540
18136440,1187,59082726,Entire home/apt,,Boston,,North End,0,0.0,4,1.0,,550.0,,Spacious two bed in the North End,2017-05-05 12:06:50.763100,42.363521,-71.056449,0101000020E6100000153944DC9CC351C061342BDB872E4540
18520843,1187,95459395,Entire home/apt,,Boston,,Fenway,0,0.0,5,2.0,,599.0,,Lux Furnished 2BR Boston Apt + 24 HR Doorman!,2017-05-05 12:06:50.753900,42.343295,-71.100452,0101000020E610000057B439CE6DC651C0AEF02E17F12B4540
18311582,1187,45692962,Entire home/apt,,Boston,,Beacon Hill,0,0.0,6,3.0,,650.0,,Beautiful 3 story house in Boston,2017-05-05 12:06:50.751672,42.361168,-71.06447,0101000020E6100000AE64C74620C451C04D2EC6C03A2E4540
15283105,1187,95459395,Entire home/apt,,Boston,,Chinatown,0,0.0,3,1.0,,571.0,,Ultra LUX 1-Bedroom Apt in Downtown Boston,2017-05-05 12:06:50.747428,42.350676,-71.060982,0101000020E610000042E90B21E7C351C0FDBE7FF3E22C4540
16702101,1187,22541573,Entire home/apt,,Boston,,West End,0,0.0,4,2.0,,514.0,,"Longfellow Place, Lux 2Bd West End/Beacon Hill",2017-05-05 12:06:50.743371,42.362983,-71.064072,0101000020E6100000B72572C119C451C08200193A762E4540
11735784,1187,9419684,Entire home/apt,,Boston,,South Boston Waterfront,5,5.0,6,3.0,,506.0,,Lux 3 Bedroom in Seaport Square w/wifi,2017-05-05 12:06:49.986880,42.352645,-71.045701,0101000020E61000003F19E3C3ECC251C0890CAB78232D4540
7618925,1187,11228809,Entire home/apt,,Boston,,Roxbury,3,5.0,8,4.0,,600.0,,4 Beds 2 Baths in Luxury Brownstone,2017-05-05 12:06:48.938416,42.32964,-71.092741,0101000020E6100000E57FF277EFC551C00ABABDA4312A4540
6197950,1187,32141135,Entire home/apt,,Boston,,North End,8,5.0,6,2.0,,600.0,,Family-Friendly 2-Story Downtown,2017-05-05 12:06:47.585365,42.362642,-71.054078,0101000020E6100000B85B920376C351C0F913950D6B2E4540
17873069,1187,12542455,Entire home/apt,,Boston,,Back Bay,1,0.0,6,2.0,,550.0,,Beautiful 2BR Back Bay unit in historic brownstone,2017-05-05 12:06:47.572135,42.355517,-71.073541,0101000020E6100000927A4FE5B4C451C00516C094812D4540
10052920,1187,30283594,Entire home/apt,,Boston,,South Boston Waterfront,0,0.0,6,3.0,,519.0,,High-End  3-Bedroom Apt on the Boston Harbor,2017-05-05 12:06:45.817043,42.351325,-71.046397,0101000020E61000007B681F2BF8C251C034A2B437F82C4540
17924239,1187,8654826,Entire home/apt,,Boston,,Brighton,0,0.0,4,1.0,,275.0,,Spacious 1-bedroom condo on the train with parking,2017-05-05 12:00:56.561432,42.339955,-71.153155,0101000020E6100000020EA14ACDC951C04C8E3BA5832B4540
17491867,1187,118370070,Entire home/apt,,Boston,,Fenway,0,0.0,2,1.0,,209.0,,Gorgeous 1BR - Fenway area,2017-05-05 11:56:38.969790,42.343278,-71.098711,0101000020E61000005930F14751C651C0D8B79388F02B4540
17510211,1187,118370070,Entire home/apt,,Boston,,Back Bay,0,0.0,3,1.0,,209.0,,Gorgeous 1 bedroom - Huntington Ave,2017-05-05 11:56:38.967810,42.343964,-71.083262,0101000020E6100000F9BF232A54C551C02C802903072C4540
17509427,1187,118370070,Entire home/apt,,Boston,,Back Bay,0,0.0,3,1.0,,209.0,,Beautiful 1 bedroom in the heart of Back Bay,2017-05-05 11:56:38.962413,42.349345,-71.080196,0101000020E6100000485167EE21C551C0B4024356B72C4540
17510945,1187,118370070,Entire home/apt,,Boston,,Fenway,0,0.0,3,1.0,,209.0,,Gorgeous 1 bedroom - Back Bay,2017-05-05 11:56:37.536279,42.345619,-71.087713,0101000020E6100000C79BFC169DC551C028F04E3E3D2C4540
12345890,1187,66665179,Entire home/apt,,Boston,,East Boston,1,0.0,8,2.0,,199.0,,"Big 2 bedrooms near logan airport, downtown Boston",2017-05-05 11:45:19.833263,42.388416,-71.007602,0101000020E61000009758198D7CC051C01F9F909DB7314540
4538423,1187,16736927,Entire home/apt,,Boston,,Jamaica Plain,2,0.0,2,1.0,,150.0,,"Cozy, Funky JP Condo",2017-05-05 11:44:37.863124,42.311582,-71.104126,0101000020E6100000732A1900AAC651C0DA0242EBE1274540
13233001,1187,2574884,Entire home/apt,,Boston,,East Boston,3,5.0,2,1.0,,150.0,,Sunny APT 15 min from downtown,2017-05-05 11:37:04.392003,42.389443,-71.006274,0101000020E61000002B3410CB66C051C0FC53AA44D9314540
713627,1187,3581975,Entire home/apt,,Boston,,Jamaica Plain,1,0.0,2,1.0,,135.0,,"Retro Cool Artist's House, Parking",2017-05-05 11:36:33.917554,42.309574,-71.106292,0101000020E6100000E4F4F57CCDC651C090D8EE1EA0274540
12290477,1187,3713069,Entire home/apt,,Boston,,Back Bay,0,0.0,4,1.0,,136.0,,IDEAL LOCATION - NEWBURY ST 1BR/1BA,2017-05-05 11:34:55.043496,42.348648,-71.084337,0101000020E6100000F03504C765C551C06CE8667FA02C4540
14423004,1187,4962900,Entire home/apt,,Boston,,Back Bay,5,5.0,5,2.0,,119.0,,2-Bedroom Boston Condo W/Washer & Dryer GS2,2017-05-05 11:34:07.984081,42.34654,-71.079274,0101000020E6100000145B41D312C551C0BF60376C5B2C4540
11035223,1187,4343802,Entire home/apt,,Boston,,Fenway,3,4.5,2,0.0,,103.0,,Cozy Home in the Back Bay of Boston,2017-05-05 11:33:48.852638,42.346858,-71.095093,0101000020E61000000745F30016C651C0902DCBD7652C4540
16186033,1187,4095682,Entire home/apt,,Boston,,East Boston,0,0.0,2,1.0,,80.0,,One bedroom apartment near subway and airport,2017-05-05 11:31:22.143431,42.378063,-71.032612,0101000020E6100000425DA45016C251C0F0694E5E64304540
15336589,1187,12243051,Entire home/apt,,Boston,,Roxbury,7,4.5,6,3.0,,89.0,,Central 3BR in South End,2017-05-05 11:31:14.077382,42.335597,-71.077678,0101000020E6100000996725ADF8C451C05FD1ADD7F42A4540
4500409,1187,22348222,Entire home/apt,,Boston,,Back Bay,12,4.5,2,0.0,,90.0,,"Stylish Studio in Back Bay, on Newbury St, .#1",2017-05-05 11:31:02.241547,42.350114,-71.083704,0101000020E6100000D7A205685BC551C095EF1989D02C4540
10123024,1187,28564205,Entire home/apt,,Boston,,Allston,0,0.0,2,1.0,,75.0,,Sunny apt at convenient location,2017-05-05 11:30:54.608283,42.350145,-71.128847,0101000020E610000003CC7C073FC851C0D0ED258DD12C4540
12874586,1187,666586,Entire home/apt,,Boston,,Allston,1,0.0,2,0.0,,72.0,,Sunny and cozy Boston studio for the summer,2017-05-05 11:30:53.530242,42.351004,-71.12769,0101000020E6100000AE81AD122CC851C0F261F6B2ED2C4540
15338096,1187,12243051,Entire home/apt,,Boston,,Downtown,1,0.0,2,0.0,,69.0,,Serene Studio in Downtown Crossing,2017-05-05 11:30:53.519703,42.355447,-71.059822,0101000020E61000003465A71FD4C351C00C3B8C497F2D4540
13111691,1187,50399243,Entire home/apt,,Boston,,Brighton,4,4.5,3,1.0,,70.0,,"SPACIOUS 1BR apt, great for a couple, steps to T",2017-05-05 11:30:53.506368,42.34528,-71.147701,0101000020E61000008925E5EE73C951C040FB9122322C4540
15844652,1187,12243051,Entire home/apt,,Boston,,Downtown,1,0.0,4,1.0,,79.0,,Posh 1BR in Theater District,2017-05-05 11:30:52.363054,42.349983,-71.065918,0101000020E6100000EF8D210038C451C0F793313ECC2C4540
15175183,1187,12243051,Entire home/apt,,Boston,,Downtown,2,0.0,4,1.0,,69.0,,Chic 1BR in Theater District,2017-05-05 11:30:51.056212,42.351352,-71.065728,0101000020E61000009D9B36E334C451C02DB1321AF92C4540
8882195,1187,12243051,Entire home/apt,,Boston,,Allston,17,4.5,2,1.0,,79.0,,Bright Studio in Brighton,2017-05-05 11:30:51.042535,42.348587,-71.133244,0101000020E6100000D998D71187C851C0C767B27F9E2C4540
13723404,1187,12243051,Entire home/apt,,Boston,,Downtown,17,4.5,4,1.0,,69.0,,Modern 1BR in Downtown Crossing,2017-05-05 11:30:50.223130,42.355248,-71.057729,0101000020E6100000F8C1F9D4B1C351C016FC36C4782D4540
15341441,1187,12243051,Entire home/apt,,Boston,,Downtown,4,4.5,4,1.0,,69.0,,Simple 1BR in Downtown Crossing,2017-05-05 11:30:50.213190,42.355929,-71.058637,0101000020E61000007A5567B5C0C351C05859DB148F2D4540
14745087,1187,12243051,Entire home/apt,,Boston,,Back Bay,12,5.0,2,1.0,,79.0,,Charming 1BR in South End,2017-05-05 11:30:48.996590,42.345201,-71.078828,0101000020E6100000958098840BC551C0F4C5DE8B2F2C4540
7731797,1187,12243051,Entire home/apt,,Boston,,Back Bay,44,4.5,2,0.0,,69.0,,Classic Studio in Back Bay,2017-05-05 11:30:48.994433,42.34935,-71.082488,0101000020E6100000FF93BF7B47C551C0C66D3480B72C4540
12916551,1187,70833557,Entire home/apt,,Boston,,South End,108,5.0,4,1.0,,79.0,,城市故事&全新一房一厅2张床，市区最好的湾区、绝佳位置，配私家车位，性价比超高！,2017-05-05 11:30:48.977551,42.341505,-71.080875,0101000020E61000001904560E2DC551C0D235936FB62B4540
17282895,1187,21184200,Entire home/apt,,Boston,,Fenway,14,4.5,2,0.0,,70.0,,"LOW Prices! Simple Studio, walk to Fenway- G03",2017-05-05 11:30:46.724016,42.346717,-71.105007,0101000020E610000078B6476FB8C651C0CEFBFF38612C4540
6006328,1187,19066350,Entire home/apt,,Boston,,Mattapan,21,4.5,5,2.0,,65.0,,Cozy and Quaint home away from home,2017-05-05 11:30:46.717478,42.281892,-71.093627,0101000020E610000072C119FCFDC551C084807C0915244540
18039860,1187,18977041,Entire home/apt,,Boston,,Mattapan,2,0.0,4,1.0,,65.0,,Spacious One Bedroom Apartment in Boston,2017-05-05 11:30:46.715534,42.276113,-71.069472,0101000020E610000037FFAF3A72C451C00F80B8AB57234540
