"room_id","host_id","room_type","neighborhood","reviews","overall_satisfaction","accommodates","bedrooms","price","latitude","longitude","last_modified"
16150461,84158814,"Entire home/apt","East Boston",2,0,6,3,200,42.382466,-71.031882,2017-07-10 16:42:41
16286570,75634340,"Entire home/apt","East Boston",78,4.5,6,3,200,42.378374,-71.030905,2017-07-10 16:42:41
13140867,1386951,"Entire home/apt","North End",52,5,2,1,200,42.366179,-71.054331,2017-07-10 16:42:41
17509246,91548283,"Entire home/apt","North End",21,5,12,4,200,42.365314,-71.055746,2017-07-10 16:42:39
6268082,25660835,"Entire home/apt","Bay Village",46,5,3,1,200,42.348894,-71.068497,2017-07-10 16:42:39
10228457,15338241,"Entire home/apt","Back Bay",17,5,2,0,200,42.352252,-71.071757,2017-07-10 16:42:39
6317446,9410008,"Entire home/apt","South Boston",82,5,4,2,200,42.335857,-71.045895,2017-07-10 16:42:39
18858706,16284736,"Entire home/apt","East Boston",17,5,5,2,181,42.37398,-71.033056,2017-07-10 16:42:39
19137129,9230009,"Entire home/apt","Brighton",0,0,5,2,200,42.343517,-71.167741,2017-07-10 16:42:35
17618116,22541573,"Entire home/apt","Fenway",0,0,3,1,199,42.345187,-71.087941,2017-07-10 16:42:35
6983246,35990162,"Entire home/apt","Fenway",41,4.5,2,1,200,42.344146,-71.087952,2017-07-10 16:42:35
14388343,19197342,"Entire home/apt","Beacon Hill",15,5,3,1,200,42.360201,-71.066578,2017-07-10 16:42:35
4032756,20907980,"Entire home/apt","Beacon Hill",30,5,2,1,188,42.36057,-71.068158,2017-07-10 16:42:35
6677640,34950334,"Entire home/apt","Beacon Hill",27,5,3,1,200,42.36052,-71.064014,2017-07-10 16:42:33
19135407,51673899,"Entire home/apt","Back Bay",0,0,2,0,199,42.348523,-71.084635,2017-07-10 16:42:33
15284641,40946436,"Entire home/apt","Bay Village",33,5,7,3,200,42.348989,-71.066661,2017-07-10 16:42:33
14887491,12195082,"Entire home/apt","Beacon Hill",5,4.5,2,1,198,42.359967,-71.064885,2017-07-10 16:42:33
257588,1355344,"Entire home/apt","South Boston",174,5,6,2,200,42.330664,-71.039842,2017-07-10 16:42:33
17994861,55715847,"Entire home/apt","South End",1,0,4,2,200,42.340433,-71.079057,2017-07-10 16:42:31
4287366,22257404,"Entire home/apt","South Boston",7,4,3,2,200,42.331476,-71.048888,2017-07-10 16:42:31
8325477,43888695,"Entire home/apt","Downtown",14,5,2,1,200,42.359945,-71.06206,2017-07-10 16:42:31
2683284,1015632,"Entire home/apt","South End",157,4.5,4,1,185,42.338075,-71.075329,2017-07-10 16:42:30
7454907,24293931,"Entire home/apt","North End",2,0,4,2,185,42.365151,-71.055711,2017-07-10 16:42:30
12366845,66812129,"Entire home/apt","Dorchester",1,0,6,3,200,42.320431,-71.065976,2017-07-10 16:42:30
4759640,24559114,"Entire home/apt","Downtown",1,0,2,0,200,42.364026,-71.059493,2017-07-10 16:42:30
15864923,102834782,"Entire home/apt","Roslindale",7,5,6,3,200,42.284245,-71.119606,2017-07-10 16:42:30
19545605,82529160,"Entire home/apt","Back Bay",0,0,2,1,185,42.34968,-71.086269,2017-07-10 16:42:30
10494118,54097330,"Entire home/apt","Jamaica Plain",0,0,6,2,200,42.307509,-71.112725,2017-07-10 16:42:30
17540316,118977427,"Entire home/apt","Brighton",9,5,8,3,185,42.350022,-71.150585,2017-07-10 16:42:30
15582004,100203033,"Entire home/apt","Brighton",0,0,4,1,200,42.354437,-71.148874,2017-07-10 16:42:30
6425405,33386421,"Entire home/apt","Fenway",3,4,4,0,195,42.341911,-71.102304,2017-07-10 16:42:27
17603937,22541573,"Entire home/apt","Fenway",0,0,3,1,199,42.343516,-71.087614,2017-07-10 16:42:27
19566032,17747458,"Entire home/apt","Downtown",0,0,3,1,200,42.365207,-71.060496,2017-07-10 16:42:27
12432535,5934573,"Entire home/apt","Charlestown",18,4.5,4,1,200,42.383958,-71.067711,2017-07-10 16:42:27
5781926,29573894,"Entire home/apt","South Boston",0,0,2,0,200,42.332949,-71.046508,2017-07-10 16:42:27
8595650,14535919,"Entire home/apt","South End",64,5,4,1,200,42.343642,-71.070969,2017-07-10 16:42:27
14995433,72392354,"Entire home/apt","Chinatown",6,5,3,1,199,42.349398,-71.060623,2017-07-10 16:42:27
15950283,605252,"Entire home/apt","Roxbury",2,0,9,3,189,42.327654,-71.076964,2017-07-10 16:42:27
2544922,3482713,"Entire home/apt","Back Bay",0,0,2,0,190,42.349982,-71.081533,2017-07-10 16:42:27
6951829,30283594,"Entire home/apt","Fenway",9,5,5,2,188,42.345062,-71.101725,2017-07-10 16:42:27
14809312,1597504,"Entire home/apt","Brighton",5,5,4,1,185,42.34196,-71.153972,2017-07-10 16:42:25
7093109,37177446,"Entire home/apt","Roslindale",12,5,6,2,190,42.276969,-71.117756,2017-07-10 16:42:25
8391298,23822417,"Entire home/apt","Fenway",17,5,4,1,200,42.342692,-71.099875,2017-07-10 16:42:25
18755420,29383890,"Entire home/apt","East Boston",15,4.5,5,2,200,42.365769,-71.037208,2017-07-10 16:42:25
6627469,4718853,"Entire home/apt","Dorchester",11,4.5,4,2,200,42.319109,-71.061683,2017-07-10 16:42:25
10119075,30283594,"Entire home/apt","West End",0,0,5,2,189,42.364819,-71.069077,2017-07-10 16:42:25
16148861,105384509,"Entire home/apt","Charlestown",34,5,4,2,200,42.375881,-71.060637,2017-07-10 16:42:23
5826159,10428948,"Entire home/apt","South End",3,5,2,1,195,42.341232,-71.077251,2017-07-10 16:42:23
15544244,12243051,"Entire home/apt","Downtown",8,4.5,4,2,199,42.358083,-71.053754,2017-07-10 16:42:23
369940,1683708,"Entire home/apt","North End",23,5,4,2,199,42.36519,-71.055361,2017-07-10 16:42:23
8006992,2265368,"Entire home/apt","South End",13,5,3,1,200,42.338077,-71.075093,2017-07-10 16:42:23
18672286,129776632,"Entire home/apt","South Boston Waterfront",3,5,2,1,200,42.350168,-71.047476,2017-07-10 16:42:23
19654960,138358645,"Entire home/apt","Back Bay",0,0,2,1,200,42.349942,-71.087213,2017-07-10 16:42:23
11885148,409027,"Entire home/apt","Back Bay",10,4.5,2,1,189,42.354487,-71.075374,2017-07-10 16:42:23
19532898,3707146,"Entire home/apt","Roxbury",0,0,6,4,200,42.322425,-71.090577,2017-07-10 16:42:23
12154934,65268598,"Entire home/apt","Back Bay",58,4,3,1,189,42.348416,-71.085342,2017-07-10 16:42:23
14744525,12243051,"Entire home/apt","Downtown",20,5,4,2,199,42.358098,-71.054908,2017-07-10 16:42:23
5581574,28766987,"Entire home/apt","Back Bay",12,4.5,4,2,189,42.346377,-71.080414,2017-07-10 16:42:22
6881541,13124709,"Entire home/apt","Dorchester",45,4.5,7,3,199,42.294731,-71.055259,2017-07-10 16:42:22
6426364,9653086,"Entire home/apt","South End",36,5,4,1,200,42.341752,-71.075334,2017-07-10 16:42:22
10175033,36670279,"Entire home/apt","North End",48,5,5,2,196,42.366669,-71.05643,2017-07-10 16:42:22
8814105,4962900,"Entire home/apt","Downtown",27,5,7,3,181,42.36205,-71.063404,2017-07-10 16:42:22
17565296,38474352,"Entire home/apt","Jamaica Plain",1,0,6,3,200,42.294747,-71.11581,2017-07-10 16:42:22
15193464,41962442,"Entire home/apt","Dorchester",24,4.5,5,1,199,42.319988,-71.04181,2017-07-10 16:42:22
7620413,38708629,"Entire home/apt","South End",2,0,2,1,200,42.341409,-71.081731,2017-07-10 16:42:22
19564583,984499,"Entire home/apt","Dorchester",0,0,4,2,200,42.314972,-71.052382,2017-07-10 16:42:20
18934135,2356643,"Entire home/apt","Beacon Hill",1,0,3,0,186,42.357606,-71.063854,2017-07-10 16:42:20
13696242,13215690,"Entire home/apt","Beacon Hill",10,5,4,1,192,42.359975,-71.06635,2017-07-10 16:42:19
16569320,109154927,"Entire home/apt","South Boston",30,5,6,2,200,42.333378,-71.043916,2017-07-10 16:42:19
19329317,4357210,"Entire home/apt","Downtown",0,0,4,1,194,42.353158,-71.062906,2017-07-10 16:42:19
13005579,71536024,"Entire home/apt","North End",76,5,4,2,195,42.36524,-71.052134,2017-07-10 16:42:19
12269155,66084480,"Entire home/apt","North End",143,5,2,1,200,42.365201,-71.058235,2017-07-10 16:42:19
13121821,38119495,"Entire home/apt","Beacon Hill",57,5,4,1,195,42.359979,-71.064786,2017-07-10 16:42:19
19672748,17406884,"Entire home/apt","South Boston",0,0,6,1,190,42.338794,-71.026717,2017-07-10 16:42:19
18909357,66441942,"Entire home/apt","Back Bay",2,0,3,0,185,42.351618,-71.08213,2017-07-10 16:42:19
2429961,3137257,"Entire home/apt","Back Bay",33,4.5,4,1,185,42.35086,-71.080994,2017-07-10 16:42:19
17795007,3715192,"Entire home/apt","Roxbury",14,5,4,2,200,42.338963,-71.082975,2017-07-10 16:42:19
19052102,814298,"Entire home/apt","Back Bay",0,0,4,1,195,42.349012,-71.085544,2017-07-10 16:42:19
2183058,11132080,"Entire home/apt","North End",94,5,4,1,183,42.364293,-71.054521,2017-07-10 16:42:19
13190410,60375320,"Entire home/apt","South Boston",45,5,14,5,199,42.33962,-71.051307,2017-07-10 16:42:17
4583526,23759488,"Entire home/apt","Jamaica Plain",102,5,9,4,195,42.304549,-71.115532,2017-07-10 16:42:17
3302294,1369968,"Entire home/apt","Back Bay",177,4.5,2,1,182,42.352578,-71.082599,2017-07-10 16:42:17
19620966,137984549,"Entire home/apt","Dorchester",0,0,3,1,195,42.279159,-71.060074,2017-07-10 16:42:16
15267916,91316583,"Entire home/apt","Dorchester",1,0,8,3,189,42.302288,-71.056832,2017-07-10 16:42:16
7855702,30283594,"Entire home/apt","West End",0,0,5,2,181,42.365147,-71.067548,2017-07-10 16:42:16
14538087,2006852,"Entire home/apt","North End",53,4.5,4,2,199,42.366102,-71.051921,2017-07-10 16:42:16
2167993,317841,"Entire home/apt","Charlestown",80,5,2,1,195,42.376385,-71.051363,2017-07-10 16:42:16
19737613,116420400,"Entire home/apt","Roxbury",0,0,5,1,199,42.32844,-71.069479,2017-07-10 16:42:16
18235467,772313,"Entire home/apt","Fenway",0,0,2,1,199,42.342968,-71.087578,2017-07-10 16:42:16
14759485,72882793,"Entire home/apt","Bay Village",36,4.5,4,2,199,42.348509,-71.06929,2017-07-10 16:42:15
10671192,44392534,"Entire home/apt","South End",89,5,2,1,190,42.339435,-71.080058,2017-07-10 16:42:15
19051657,814298,"Entire home/apt","Back Bay",0,0,4,1,191,42.349071,-71.084776,2017-07-10 16:42:13
7475573,22348222,"Entire home/apt","Back Bay",11,4.5,2,0,195,42.35079,-71.08164,2017-07-10 16:42:13
19050865,814298,"Entire home/apt","Back Bay",0,0,4,1,191,42.349499,-71.084864,2017-07-10 16:42:13
7854872,22348222,"Entire home/apt","Beacon Hill",10,4.5,2,0,182,42.359345,-71.062917,2017-07-10 16:42:13
15898784,39455949,"Entire home/apt","Dorchester",42,5,6,2,183,42.285191,-71.056415,2017-07-10 16:42:13
16693642,9410008,"Entire home/apt","Beacon Hill",26,5,3,1,195,42.358754,-71.070234,2017-07-10 16:42:11
7475379,22348222,"Entire home/apt","Back Bay",19,4.5,2,0,200,42.350822,-71.082039,2017-07-10 16:42:11
18209477,31340713,"Entire home/apt","Back Bay",8,4.5,4,2,198,42.35262,-71.080964,2017-07-10 16:42:11
19358947,799496,"Entire home/apt","Downtown",0,0,3,1,200,42.353783,-71.063459,2017-07-10 16:42:11
15336589,12243051,"Entire home/apt","Roxbury",12,4.5,6,3,199,42.335597,-71.077678,2017-07-10 16:42:11
15073826,15789148,"Entire home/apt","Back Bay",34,5,3,0,190,42.352201,-71.085635,2017-07-10 16:42:09
6072693,17407425,"Entire home/apt","Fenway",16,5,2,1,199,42.346341,-71.090051,2017-07-10 16:42:09
2326445,912631,"Entire home/apt","South End",79,5,2,0,195,42.341696,-71.068892,2017-07-10 16:42:09
15899058,28311782,"Entire home/apt","North End",16,4.5,2,1,200,42.36584,-71.05603,2017-07-10 16:42:09
19529753,1103382,"Entire home/apt","West End",0,0,2,1,200,42.365257,-71.068465,2017-07-10 16:42:08
13188046,21094197,"Entire home/apt","South Boston",12,5,3,1,189,42.332247,-71.038656,2017-07-10 16:42:08
18726639,105851798,"Entire home/apt","Dorchester",2,0,8,4,198,42.308237,-71.065708,2017-07-10 16:42:08
16453322,34343733,"Entire home/apt","South Boston",12,5,2,1,200,42.33622,-71.040897,2017-07-10 16:42:08
17529340,89406568,"Entire home/apt","South End",20,5,2,1,195,42.346203,-71.073441,2017-07-10 16:42:08
12287958,32532791,"Entire home/apt","South End",4,5,2,0,195,42.343821,-71.075369,2017-07-10 16:42:08
15461993,99209255,"Entire home/apt","South Boston",18,5,2,1,195,42.337333,-71.039377,2017-07-10 16:42:08
16943329,13094044,"Entire home/apt","South Boston",13,5,2,1,189,42.336659,-71.047364,2017-07-10 16:42:08
2174711,5618949,"Entire home/apt","Longwood Medical Area",127,4.5,4,0,191,42.339383,-71.100172,2017-07-10 16:42:08
18332030,37476905,"Entire home/apt","Beacon Hill",0,0,4,1,188,42.359601,-71.06412,2017-07-10 16:42:08
322593,1651480,"Entire home/apt","South End",251,5,2,1,197,42.343488,-71.076802,2017-07-10 16:42:08
8934599,26956083,"Entire home/apt","Brighton",16,5,6,3,149,42.359296,-71.140197,2017-07-10 16:35:14
19182691,126357446,"Entire home/apt","Allston",0,0,6,2,179,42.348984,-71.138773,2017-07-10 16:35:09
831744,1944123,"Entire home/apt","Allston",38,5,3,1,175,42.352832,-71.132956,2017-07-10 16:35:09
14614422,56660616,"Entire home/apt","Brighton",0,0,3,1,165,42.343108,-71.143466,2017-07-10 16:35:09
15098921,95049089,"Entire home/apt","Allston",1,0,4,2,148,42.350767,-71.139226,2017-07-10 16:35:09
14670143,32532791,"Entire home/apt","Back Bay",2,0,3,1,199,42.347311,-71.075053,2017-07-10 16:43:21
14575184,90319641,"Entire home/apt","Beacon Hill",30,4.5,2,1,200,42.359469,-71.063621,2017-07-10 16:43:21
5212321,11725202,"Entire home/apt","Jamaica Plain",3,5,5,2,187,42.319676,-71.104973,2017-07-10 16:43:21
8165898,30283594,"Entire home/apt","Fenway",5,5,5,2,189,42.343376,-71.101278,2017-07-10 16:43:21
15974807,10250028,"Entire home/apt","Allston",55,5,10,4,188,42.358016,-71.132177,2017-07-10 16:43:18
7575052,9653086,"Entire home/apt","South End",36,5,4,1,200,42.340551,-71.075107,2017-07-10 16:43:18
6075481,13765922,"Entire home/apt","Back Bay",56,4.5,4,0,193,42.352815,-71.081217,2017-07-10 16:43:14
1342370,1444340,"Entire home/apt","Roxbury",62,4.5,6,2,195,42.337784,-71.079676,2017-07-10 16:43:11
19457729,12230539,"Entire home/apt","South End",0,0,4,1,200,42.342385,-71.074541,2017-07-10 16:43:11
7499960,9529655,"Entire home/apt","Fenway",12,4.5,1,1,195,42.350624,-71.09486,2017-07-10 16:43:11
12812461,38818333,"Entire home/apt","South End",42,5,2,1,200,42.336595,-71.076031,2017-07-10 16:43:09
7728499,22348222,"Entire home/apt","Downtown",21,4.5,2,0,200,42.359525,-71.06249,2017-07-10 16:43:08
18241963,6882666,"Entire home/apt","Back Bay",14,5,4,0,195,42.350647,-71.084712,2017-07-10 16:43:06
3985462,9410008,"Entire home/apt","Fenway",160,5,3,1,185,42.350703,-71.090698,2017-07-10 16:43:06
16543246,26311981,"Entire home/apt","Brighton",3,5,4,2,190,42.355111,-71.150903,2017-07-10 16:43:05
13298108,13539199,"Entire home/apt","North End",15,5,2,1,190,42.365151,-71.056792,2017-07-10 16:43:05
12796034,3975862,"Entire home/apt","Fenway",1,0,3,1,190,42.343215,-71.101007,2017-07-10 16:43:05
12092499,9410008,"Entire home/apt","Back Bay",60,5,3,1,195,42.350125,-71.089997,2017-07-10 16:43:04
13397201,76224461,"Entire home/apt","Fenway",4,5,2,1,189,42.343874,-71.087891,2017-07-10 16:43:02
19338355,44688386,"Entire home/apt","Back Bay",0,0,2,1,199,42.34949,-71.089357,2017-07-10 16:43:02
9485607,1498417,"Entire home/apt","Jamaica Plain",45,5,6,2,195,42.319235,-71.105016,2017-07-10 16:43:01
18485290,85678907,"Entire home/apt","Allston",8,5,8,2,189,42.347622,-71.136988,2017-07-10 16:43:01
11634778,10477120,"Entire home/apt","Fenway",64,5,4,2,200,42.341401,-71.084223,2017-07-10 16:43:01
15264864,3023813,"Entire home/apt","Back Bay",41,4.5,4,1,185,42.352763,-71.080851,2017-07-10 16:42:59
17543473,119007535,"Entire home/apt","Mission Hill",29,5,7,3,200,42.329971,-71.097085,2017-07-10 16:42:59
15579760,72375513,"Entire home/apt","Fenway",5,4.5,5,2,199,42.344804,-71.09922,2017-07-10 16:42:59
14970501,19863033,"Entire home/apt","Brighton",15,4.5,5,2,190,42.347,-71.137982,2017-07-10 16:42:58
2395326,12230539,"Entire home/apt","South End",224,5,2,1,184,42.346433,-71.070916,2017-07-10 16:42:57
5047340,10250028,"Entire home/apt","Allston",46,5,4,2,200,42.359427,-71.133423,2017-07-10 16:42:57
17616603,55900538,"Entire home/apt","South End",24,5,4,1,199,42.340578,-71.080782,2017-07-10 16:42:57
3606396,18175186,"Entire home/apt","Brighton",4,4.5,4,1,150,42.341276,-71.146382,2017-07-10 16:35:07
583255,306407,"Entire home/apt","Brighton",12,5,2,1,149,42.341713,-71.148512,2017-07-10 16:35:07
9541666,40888395,"Entire home/apt","Allston",1,0,2,1,150,42.349513,-71.134274,2017-07-10 16:35:05
8301150,39088458,"Entire home/apt","Allston",3,4.5,2,1,175,42.349084,-71.136896,2017-07-10 16:35:05
11688611,12243051,"Entire home/apt","Brighton",13,4.5,4,2,169,42.341521,-71.149367,2017-07-10 16:35:05
10032327,45004988,"Entire home/apt","Allston",23,5,4,1,160,42.349446,-71.130806,2017-07-10 16:35:02
17591030,83264972,"Entire home/apt","Fenway",0,0,4,0,179,42.34405,-71.093658,2017-07-10 16:34:56
16067773,1550610,"Entire home/apt","Longwood Medical Area",3,5,3,1,180,42.343037,-71.105007,2017-07-10 16:34:55
16276119,22616229,"Entire home/apt","Mission Hill",1,0,4,2,160,42.330761,-71.110181,2017-07-10 16:34:54
19696922,95459395,"Entire home/apt","Jamaica Plain",0,0,3,1,144,42.329715,-71.112212,2017-07-10 16:34:53
15408774,12243051,"Entire home/apt","Fenway",0,0,3,1,159,42.3456,-71.106199,2017-07-10 16:34:52
1077105,5927277,"Entire home/apt","South End",0,0,2,0,176,42.340215,-71.074998,2017-07-10 16:34:51
8168982,30283594,"Entire home/apt","Fenway",0,0,5,2,179,42.343945,-71.10024,2017-07-10 16:34:01
8325030,30283594,"Entire home/apt","Fenway",1,0,5,2,174,42.345422,-71.099882,2017-07-10 16:34:01
5967936,30979867,"Entire home/apt","Mission Hill",0,0,2,1,175,42.333753,-71.10654,2017-07-10 16:33:58
6793913,30283594,"Entire home/apt","Fenway",2,0,5,2,180,42.343305,-71.101489,2017-07-10 16:33:48
19173890,30283594,"Entire home/apt","Mission Hill",0,0,5,2,169,42.330254,-71.11195,2017-07-10 16:33:46
12268144,28974969,"Entire home/apt","Back Bay",15,4.5,2,1,150,42.347826,-71.087077,2017-07-10 16:33:46
8334845,30283594,"Entire home/apt","Fenway",3,4,5,2,175,42.343016,-71.099856,2017-07-10 16:33:44
17902782,121634533,"Entire home/apt","Mission Hill",0,0,5,3,169,42.331886,-71.109742,2017-07-10 16:33:40
16013973,92149167,"Entire home/apt","Allston",1,0,6,2,150,42.354139,-71.126648,2017-07-10 16:32:38
7449388,4081304,"Entire home/apt","Allston",4,5,4,1,179,42.34839,-71.133556,2017-07-10 16:32:30
17922433,12243051,"Entire home/apt","Fenway",6,5,2,1,159,42.345378,-71.102019,2017-07-10 16:32:24
6844012,30283594,"Entire home/apt","Fenway",1,0,5,2,179,42.343753,-71.100353,2017-07-10 16:32:15
19419696,136157473,"Entire home/apt","Back Bay",0,0,2,1,140,42.35074,-71.076776,2017-07-10 16:31:50
19540224,130680380,"Entire home/apt","Fenway",0,0,4,1,175,42.350821,-71.095575,2017-07-10 16:31:44
18186972,125328496,"Entire home/apt","North End",0,0,4,1,169,42.365265,-71.054015,2017-07-10 16:30:22
16156516,3029783,"Entire home/apt","Charlestown",2,0,6,2,150,42.3766,-71.050006,2017-07-10 16:29:28
19676676,138564650,"Entire home/apt","Allston",0,0,4,1,158,42.347638,-71.133043,2017-07-10 16:28:32
8291550,43717277,"Entire home/apt","Dorchester",3,4.5,4,3,175,42.294901,-71.057703,2017-07-10 16:28:29
13281106,848964,"Entire home/apt","Dorchester",3,5,3,2,150,42.285152,-71.069958,2017-07-10 16:28:29
10185646,1997048,"Entire home/apt","Dorchester",0,0,4,3,179,42.301462,-71.080998,2017-07-10 16:28:29
9299739,9830531,"Entire home/apt","Dorchester",4,5,5,2,175,42.309889,-71.048526,2017-07-10 16:28:26
7475557,26704689,"Entire home/apt","South Boston",45,5,10,3,149,42.333535,-71.048478,2017-07-10 16:28:26
16504000,10332877,"Entire home/apt","Jamaica Plain",0,0,4,2,150,42.314684,-71.097643,2017-07-10 16:28:18
5124772,1450086,"Entire home/apt","Jamaica Plain",3,4.5,10,5,150,42.318677,-71.100333,2017-07-10 16:28:16
801680,8229,"Entire home/apt","Roxbury",27,5,4,1,169,42.328523,-71.095392,2017-07-10 16:28:16
13653016,12243051,"Entire home/apt","Roxbury",11,4.5,4,2,159,42.336389,-71.086605,2017-07-10 16:28:10
9496325,19857480,"Entire home/apt","Fenway",6,4.5,2,1,149,42.345253,-71.104168,2017-07-10 16:27:52
17591026,83264972,"Entire home/apt","Back Bay",0,0,4,0,169,42.3494,-71.088025,2017-07-10 16:27:52
8097453,30283594,"Entire home/apt","Fenway",1,0,3,1,141,42.343866,-71.102267,2017-07-10 16:27:52
11462476,1369968,"Entire home/apt","Back Bay",82,4.5,2,1,189,42.351433,-71.088087,2017-07-10 16:42:06
17440484,2933885,"Entire home/apt","Dorchester",14,5,6,2,190,42.284545,-71.061668,2017-07-10 16:42:06
17702303,114898424,"Entire home/apt","Downtown",13,5,2,0,195,42.359613,-71.055204,2017-07-10 16:42:06
16674992,1118374,"Entire home/apt","North End",57,4.5,6,3,183,42.366531,-71.056526,2017-07-10 16:42:06
19159362,1399007,"Entire home/apt","North End",7,4.5,2,1,200,42.36448,-71.053649,2017-07-10 16:42:06
15068710,95297525,"Entire home/apt","South Boston",21,5,2,1,197,42.334965,-71.044631,2017-07-10 16:42:06
16334635,13716897,"Entire home/apt","South End",10,5,3,1,195,42.342563,-71.074318,2017-07-10 16:42:06
15048978,12581156,"Entire home/apt","South End",16,5,4,1,189,42.33616,-71.074793,2017-07-10 16:42:06
19065836,814298,"Entire home/apt","Back Bay",1,0,4,1,195,42.348356,-71.085644,2017-07-10 16:42:06
4587068,23777641,"Entire home/apt","Leather District",8,5,4,1,190,42.34987,-71.057115,2017-07-10 16:42:06
18975041,75630007,"Entire home/apt","South End",1,0,5,2,184,42.344793,-71.076227,2017-07-10 16:42:06
19430067,35738512,"Entire home/apt","South Boston Waterfront",1,0,2,0,190,42.347476,-71.04943,2017-07-10 16:42:06
4538423,16736927,"Entire home/apt","Jamaica Plain",2,0,2,1,150,42.311582,-71.104126,2017-07-10 16:42:04
9349614,3900945,"Entire home/apt","Jamaica Plain",1,0,4,2,150,42.306396,-71.105935,2017-07-10 16:42:02
7840411,41306542,"Entire home/apt","Hyde Park",5,4.5,6,3,180,42.259339,-71.117808,2017-07-10 16:42:00
4430821,4743011,"Entire home/apt","Jamaica Plain",22,4.5,4,2,160,42.305169,-71.112908,2017-07-10 16:42:00
6400432,23127285,"Entire home/apt","Roslindale",21,4.5,8,3,150,42.278383,-71.12878,2017-07-10 16:42:00
19586132,48964433,"Entire home/apt","Dorchester",0,0,6,1,180,42.32052,-71.043621,2017-07-10 16:41:57
19674210,62522716,"Entire home/apt","West Roxbury",0,0,6,3,150,42.27235,-71.150313,2017-07-10 16:41:56
14690527,28472710,"Entire home/apt","Roslindale",2,0,4,1,150,42.289221,-71.130713,2017-07-10 16:41:50
17936801,118336066,"Entire home/apt","Brighton",6,4.5,4,2,175,42.345885,-71.167576,2017-07-10 16:41:44
16779363,8924550,"Entire home/apt","Jamaica Plain",1,0,6,3,148,42.303174,-71.117825,2017-07-10 16:41:44
8548176,6570877,"Entire home/apt","Roslindale",47,4.5,16,4,150,42.279176,-71.132772,2017-07-10 16:41:40
5498472,28518068,"Entire home/apt","Roslindale",1,0,5,4,175,42.276831,-71.12956,2017-07-10 16:41:40
11370704,1263583,"Entire home/apt","Jamaica Plain",2,0,6,2,175,42.310054,-71.107115,2017-07-10 16:41:40
19174144,13897255,"Entire home/apt","Jamaica Plain",1,0,4,2,180,42.305297,-71.111464,2017-07-10 16:41:40
19571817,2810446,"Entire home/apt","Jamaica Plain",0,0,7,2,164,42.298436,-71.110619,2017-07-10 16:41:40
4987859,24840749,"Entire home/apt","Roslindale",5,5,4,3,150,42.277543,-71.127212,2017-07-10 16:41:40
17382859,6570877,"Entire home/apt","Roslindale",11,5,16,5,164,42.282012,-71.127961,2017-07-10 16:41:40
8634599,45402419,"Entire home/apt","Jamaica Plain",23,4.5,2,1,169,42.310631,-71.111844,2017-07-10 16:41:40
6106955,1622932,"Entire home/apt","Jamaica Plain",8,5,5,2,141,42.308736,-71.09977,2017-07-10 16:41:37
3730447,9329890,"Entire home/apt","Jamaica Plain",32,4.5,4,2,180,42.297405,-71.113914,2017-07-10 16:41:37
16892278,37177446,"Entire home/apt","Roslindale",2,0,6,2,175,42.277891,-71.117521,2017-07-10 16:41:37
14531631,72882793,"Entire home/apt","Jamaica Plain",2,0,4,1,150,42.307755,-71.104775,2017-07-10 16:41:37
4922204,6570877,"Entire home/apt","Roslindale",117,5,16,3,175,42.282142,-71.129049,2017-07-10 16:41:37
17524373,273557,"Entire home/apt","Jamaica Plain",6,4.5,4,2,179,42.292445,-71.1172,2017-07-10 16:41:36
7273770,4191762,"Entire home/apt","Jamaica Plain",5,4.5,4,2,150,42.306064,-71.115161,2017-07-10 16:41:36
1113272,3676936,"Entire home/apt","Jamaica Plain",62,5,4,2,180,42.304843,-71.106271,2017-07-10 16:41:36
15616726,100685694,"Entire home/apt","Roslindale",31,5,8,3,175,42.276637,-71.126394,2017-07-10 16:41:36
169938,809859,"Entire home/apt","Jamaica Plain",0,0,4,1,174,42.313792,-71.103387,2017-07-10 16:41:27
19588926,30283594,"Entire home/apt","Jamaica Plain",0,0,3,1,140,42.328538,-71.110867,2017-07-10 16:41:19
19589363,30283594,"Entire home/apt","Jamaica Plain",0,0,5,2,175,42.328611,-71.11132,2017-07-10 16:41:19
6104388,1633163,"Entire home/apt","Jamaica Plain",10,5,6,2,180,42.312779,-71.109741,2017-07-10 16:41:17
12602632,68394908,"Entire home/apt","Jamaica Plain",12,5,6,2,160,42.320523,-71.105884,2017-07-10 16:41:16
1754939,9228417,"Entire home/apt","Jamaica Plain",8,5,6,2,150,42.31227,-71.100861,2017-07-10 16:41:16
5101552,17032616,"Entire home/apt","Jamaica Plain",36,4.5,4,2,166,42.316253,-71.113542,2017-07-10 16:41:16
10131503,30283594,"Entire home/apt","Mission Hill",0,0,5,2,179,42.334833,-71.101467,2017-07-10 16:41:14
19173476,30283594,"Entire home/apt","Mission Hill",0,0,5,2,174,42.32892,-71.110058,2017-07-10 16:41:14
15626546,6468409,"Entire home/apt","Allston",6,3.5,4,2,150,42.348372,-71.132659,2017-07-10 16:41:00
15035456,94935625,"Entire home/apt","Back Bay",1,0,4,0,149,42.350021,-71.088796,2017-07-10 16:40:44
4377247,22726574,"Entire home/apt","Back Bay",35,5,3,1,179,42.354685,-71.081544,2017-07-10 16:40:30
8336347,30283594,"Entire home/apt","Fenway",3,5,5,2,180,42.345484,-71.102074,2017-07-10 16:39:36
