room_id,host_id,room_type,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price,minstay,latitude,longitude,last_modified
3678429,18165984,Shared room,,Dorchester,8,5.0,1,1.0,80.0,,42.284938,-71.076511,2017-02-16 11:35:54.090064
15052939,95139475,Shared room,,East Boston,0,0.0,1,1.0,70.0,,42.382627,-71.0201,2017-02-16 11:35:54.087571
9094905,4550056,Shared room,,Beacon Hill,22,5.0,2,1.0,80.0,,42.360871,-71.065136,2017-02-16 11:35:54.079855
5990896,31035017,Shared room,,Fenway,45,4.5,1,1.0,80.0,,42.342757,-71.090121,2017-02-16 11:35:54.077655
15059730,41962442,Shared room,,Dorchester,3,4.5,2,1.0,79.0,,42.318863,-71.041821,2017-02-16 11:35:54.073465
9949819,31021638,Shared room,,South End,2,0.0,2,1.0,77.0,,42.346509,-71.073372,2017-02-16 11:35:54.067047
6930501,30128383,Shared room,,Roxbury,12,5.0,2,1.0,71.0,,42.33655,-71.086097,2017-02-16 11:35:54.062067
6489209,26098645,Shared room,,South Boston,19,5.0,2,1.0,75.0,,42.329976,-71.059102,2017-02-16 11:35:54.058151
12446656,12790789,Shared room,,Fenway,12,4.5,2,1.0,70.0,,42.344627,-71.094908,2017-02-16 11:35:54.056015
15009005,86203385,Shared room,,Back Bay,51,4.5,2,1.0,62.0,,42.351241,-71.073829,2017-02-16 11:35:54.053738
16657458,9040678,Shared room,,Back Bay,5,5.0,3,1.0,75.0,,42.351497,-71.078301,2017-02-16 11:35:54.050665
15932274,25688421,Shared room,,Fenway,0,0.0,1,1.0,60.0,,42.345178,-71.101024,2017-02-16 11:35:53.102219
12336008,66334541,Shared room,,Dorchester,0,0.0,3,1.0,47.0,,42.31809,-71.063934,2017-02-16 11:35:53.096638
7245413,37881504,Shared room,,Allston,1,0.0,2,1.0,50.0,,42.352935,-71.127714,2017-02-16 11:35:53.084302
12540640,6610984,Shared room,,Allston,11,5.0,2,1.0,58.0,,42.351896,-71.12958,2017-02-16 11:35:52.139776
5447285,28254412,Shared room,,Brighton,2,0.0,2,1.0,44.0,,42.34028,-71.143274,2017-02-16 11:35:52.136872
4598026,5383468,Shared room,,Allston,26,5.0,1,1.0,47.0,,42.350468,-71.13581,2017-02-16 11:35:52.133967
15343566,16959054,Shared room,,East Boston,3,4.5,2,1.0,60.0,,42.371454,-71.032949,2017-02-16 11:35:52.129670
14933380,28193547,Shared room,,Jamaica Plain,7,4.5,1,1.0,49.0,,42.324891,-71.11344,2017-02-16 11:35:52.125137
16367387,14395956,Shared room,,West Roxbury,0,0.0,2,1.0,55.0,,42.301978,-71.166541,2017-02-16 11:35:52.120601
15605948,82376270,Shared room,,Allston,1,0.0,1,1.0,45.0,,42.350445,-71.134059,2017-02-16 11:35:52.114719
13037372,9039817,Shared room,,Mission Hill,21,5.0,2,1.0,46.0,,42.331458,-71.109073,2017-02-16 11:35:52.105399
8337048,16330682,Shared room,,Mission Hill,21,4.5,3,1.0,45.0,,42.330703,-71.099999,2017-02-16 11:35:52.100527
14710769,91521392,Shared room,,Dorchester,7,5.0,1,1.0,55.0,,42.296633,-71.057876,2017-02-16 11:35:50.717878
15634337,32097009,Shared room,,Jamaica Plain,2,0.0,1,1.0,50.0,,42.298636,-71.111825,2017-02-16 11:35:50.713493
2862120,1416883,Shared room,,Beacon Hill,53,4.5,1,1.0,60.0,,42.360204,-71.0684,2017-02-16 11:35:50.711247
13861258,50782486,Shared room,,Dorchester,1,0.0,1,1.0,50.0,,42.284525,-71.05654,2017-02-16 11:35:50.704202
17267660,116420341,Shared room,,South End,0,0.0,2,1.0,50.0,,42.334228,-71.073769,2017-02-16 11:35:50.702009
14533117,89873768,Shared room,,Fenway,5,4.5,1,1.0,50.0,,42.346156,-71.092515,2017-02-16 11:35:50.695599
17015877,67645423,Shared room,,Fenway,1,0.0,2,1.0,45.0,,42.342957,-71.086189,2017-02-16 11:35:50.691635
17272762,116475603,Shared room,,South Boston,0,0.0,4,1.0,50.0,,42.333836,-71.048367,2017-02-16 11:35:50.689392
6142396,31862615,Shared room,,East Boston,147,5.0,2,1.0,52.0,,42.368663,-71.03493,2017-02-16 11:35:50.686655
14885917,93364702,Shared room,,East Boston,20,5.0,2,1.0,50.0,,42.373762,-71.038077,2017-02-16 11:35:50.684561
17273192,116478833,Shared room,,South End,0,0.0,3,1.0,55.0,,42.340996,-71.075367,2017-02-16 11:35:50.682319
16125450,48522319,Shared room,,Jamaica Plain,9,4.5,2,1.0,41.0,,42.323469,-71.104125,2017-02-16 11:35:50.680183
16750384,3430370,Shared room,,Fenway,1,0.0,1,1.0,50.0,,42.343758,-71.099964,2017-02-16 11:35:50.677395
12761363,69422156,Shared room,,Brighton,2,0.0,1,1.0,40.0,,42.346481,-71.138486,2017-02-16 11:35:49.448666
15889673,40632609,Shared room,,Chinatown,4,5.0,1,1.0,40.0,,42.352014,-71.05972,2017-02-16 11:35:49.439639
7351514,18292698,Shared room,,Dorchester,0,0.0,1,1.0,40.0,,42.281142,-71.079616,2017-02-16 11:35:49.436179
15217581,56086405,Shared room,,Jamaica Plain,3,4.5,2,1.0,39.0,,42.302876,-71.115468,2017-02-16 11:35:48.120946
16453993,107933343,Shared room,,Allston,1,0.0,1,1.0,20.0,,42.353316,-71.123218,2017-02-16 11:35:48.118757
15856553,71842495,Shared room,,Fenway,0,0.0,1,1.0,31.0,,42.347922,-71.092361,2017-02-16 11:35:48.116592
2219558,3945988,Shared room,,Back Bay,4,4.5,1,1.0,33.0,,42.351091,-71.086933,2017-02-16 11:35:48.114460
9407895,41317613,Shared room,,Mission Hill,11,3.5,1,1.0,28.0,,42.333804,-71.096172,2017-02-16 11:35:48.112208
12871137,70390911,Shared room,,Allston,3,0.0,1,1.0,35.0,,42.349352,-71.136227,2017-02-16 11:35:48.110140
13317679,75295480,Shared room,,Mission Hill,0,0.0,1,1.0,20.0,,42.333663,-71.110103,2017-02-16 11:35:48.105595
13955674,83107234,Shared room,,Dorchester,5,5.0,1,1.0,40.0,,42.31221,-71.077375,2017-02-16 11:35:48.100996
16099435,64807776,Shared room,,Dorchester,0,0.0,1,1.0,26.0,,42.318971,-71.042138,2017-02-16 11:35:48.095088
13264687,73947522,Shared room,,Brighton,6,4.0,2,1.0,40.0,,42.356393,-71.163964,2017-02-16 11:35:48.090501
13355213,25149641,Shared room,,Allston,3,5.0,1,1.0,35.0,,42.349999,-71.133253,2017-02-16 11:35:48.080606
16115787,10418616,Shared room,,Charlestown,6,4.5,1,1.0,15.0,,42.381163,-71.068238,2017-02-16 11:35:48.075435
14300921,605252,Shared room,,Roxbury,34,4.5,2,1.0,18.0,,42.325997,-71.078774,2017-02-16 11:35:46.929015
16961816,113424114,Shared room,,Mission Hill,0,0.0,1,1.0,35.0,,42.33338,-71.100241,2017-02-16 11:35:46.910272
14300751,605252,Shared room,,Roxbury,30,5.0,1,1.0,19.0,,42.325872,-71.077553,2017-02-16 11:35:46.908187
17075723,12577927,Shared room,,South Boston Waterfront,1,0.0,2,1.0,35.0,,42.340839,-71.048318,2017-02-16 11:35:46.904151
16125278,48522319,Shared room,,Jamaica Plain,10,4.5,1,1.0,30.0,,42.322029,-71.10405,2017-02-16 11:35:46.899529
17073638,77711934,Shared room,,Longwood Medical Area,0,0.0,2,1.0,39.0,,42.337031,-71.099909,2017-02-16 11:35:46.897201
8703026,45686983,Shared room,,Roxbury,48,4.5,1,1.0,35.0,,42.3246,-71.097999,2017-02-16 11:35:46.894335
15064899,95259405,Shared room,,South End,34,4.5,1,1.0,33.0,,42.342583,-71.075406,2017-02-16 11:35:46.889889
10470115,51673899,Entire home/apt,,Beacon Hill,4,4.5,3,1.0,199.0,,42.359098,-71.071248,2017-02-16 11:20:49.279529
13028092,9039817,Entire home/apt,,Mission Hill,10,5.0,3,1.0,191.0,,42.330919,-71.108736,2017-02-16 11:20:48.349763
50032,228845,Entire home/apt,,Jamaica Plain,16,5.0,12,4.0,725.0,,42.315911,-71.112757,2017-02-16 11:15:41.676410
15873100,6333058,Entire home/apt,,Charlestown,1,0.0,10,3.0,700.0,,42.381695,-71.064556,2017-02-16 11:15:37.562454
5919529,24196977,Entire home/apt,,Back Bay,15,5.0,6,3.0,550.0,,42.35037,-71.070345,2017-02-16 11:15:37.543766
8925974,20079643,Entire home/apt,,Fenway,0,0.0,4,2.0,375.0,,42.343125,-71.101437,2017-02-16 11:14:59.322091
3873776,8924578,Entire home/apt,,Beacon Hill,7,4.0,4,3.0,325.0,,42.357256,-71.07111,2017-02-16 11:13:14.231712
721979,25188,Entire home/apt,,Chinatown,7,5.0,4,2.0,349.0,,42.350723,-71.062937,2017-02-16 11:12:24.282011
8955473,20079643,Entire home/apt,,Fenway,0,0.0,4,2.0,275.0,,42.343654,-71.100563,2017-02-16 11:11:13.250287
15676480,56926015,Entire home/apt,,Allston,0,0.0,7,3.0,260.0,,42.349345,-71.130792,2017-02-16 11:08:08.481139
10831254,1877637,Entire home/apt,,South End,0,0.0,2,0.0,140.0,,42.339762,-71.080276,2017-02-16 10:55:42.935584
15052259,94935625,Entire home/apt,,North End,0,0.0,4,1.0,175.0,,42.365922,-71.054212,2017-02-16 10:55:29.293542
14571725,32791277,Entire home/apt,,Dorchester,1,0.0,3,1.0,150.0,,42.31792,-71.041425,2017-02-16 10:51:29.400165
4757808,3085882,Entire home/apt,,Beacon Hill,5,4.5,4,1.0,110.0,,42.355883,-71.072611,2017-02-16 10:48:39.400586
5280183,4195134,Entire home/apt,,Back Bay,3,4.5,2,0.0,65.0,,42.353808,-71.078814,2017-02-16 10:45:15.387014
5359697,14517564,Entire home/apt,,Back Bay,3,4.5,2,0.0,75.0,,42.345096,-71.079318,2017-02-16 10:45:15.382626
6823628,4195134,Entire home/apt,,Back Bay,2,0.0,2,0.0,60.0,,42.353153,-71.077382,2017-02-16 10:44:57.179860
8015793,962698,Entire home/apt,,Mission Hill,1,0.0,6,1.0,50.0,,42.327269,-71.098006,2017-02-16 10:44:57.176174
16890546,41456680,Entire home/apt,,Back Bay,0,0.0,8,3.0,1650.0,,42.354906,-71.073229,2017-02-16 10:44:53.306468
12972378,71380118,Entire home/apt,,Fenway,1,0.0,4,1.0,4000.0,,42.347934,-71.09758,2017-02-16 10:44:53.303738
12679021,38001139,Entire home/apt,,South Boston Waterfront,0,0.0,4,2.0,3000.0,,42.348358,-71.039875,2017-02-16 10:44:53.300712
8303267,4552954,Entire home/apt,,South End,2,0.0,8,5.0,1200.0,,42.342415,-71.074519,2017-02-16 10:44:52.110112
17037270,26704689,Entire home/apt,,South Boston,0,0.0,12,6.0,1200.0,,42.332848,-71.052242,2017-02-16 10:44:52.098037
13697966,32532791,Entire home/apt,,South End,11,4.0,2,0.0,1149.0,,42.343649,-71.079125,2017-02-16 10:44:52.094574
7633883,814298,Entire home/apt,,Beacon Hill,8,5.0,6,3.0,769.0,,42.357378,-71.071351,2017-02-16 10:44:49.321232
15126802,47172884,Entire home/apt,,Beacon Hill,3,5.0,6,4.0,900.0,,42.357209,-71.071721,2017-02-16 10:44:49.318897
5989418,5809176,Entire home/apt,,Back Bay,0,0.0,6,2.0,975.0,,42.351257,-71.084352,2017-02-16 10:44:49.315545
15284016,95459395,Entire home/apt,,Chinatown,0,0.0,5,2.0,800.0,,42.348741,-71.059628,2017-02-16 10:44:47.970178
10020017,31036880,Entire home/apt,,South Boston,0,0.0,5,3.0,700.0,,42.336059,-71.043347,2017-02-16 10:44:47.966471
16126427,34245365,Entire home/apt,,East Boston,0,0.0,6,2.0,750.0,,42.366878,-71.040053,2017-02-16 10:44:47.962338
15190108,95459395,Entire home/apt,,South Boston Waterfront,0,0.0,7,3.0,914.0,,42.352244,-71.045823,2017-02-16 10:44:47.960018
15718623,95459395,Entire home/apt,,Fenway,0,0.0,5,2.0,800.0,,42.345251,-71.097636,2017-02-16 10:44:47.957834
15285175,95459395,Entire home/apt,,South Boston Waterfront,0,0.0,5,2.0,800.0,,42.35252,-71.045123,2017-02-16 10:44:47.955916
6640662,32079650,Entire home/apt,,South Boston,1,0.0,9,3.0,1000.0,,42.336417,-71.047694,2017-02-16 10:44:47.953270
15726711,95459395,Entire home/apt,,West End,0,0.0,5,2.0,800.0,,42.363231,-71.067036,2017-02-16 10:44:47.945674
15602584,100563038,Entire home/apt,,Back Bay,1,0.0,4,2.0,750.0,,42.350528,-71.079504,2017-02-16 10:44:47.943575
11521541,14133713,Entire home/apt,,Charlestown,7,4.5,6,4.0,780.0,,42.381952,-71.06867,2017-02-16 10:44:47.939351
15189894,95459395,Entire home/apt,,South Boston Waterfront,0,0.0,5,2.0,800.0,,42.352383,-71.047151,2017-02-16 10:44:46.634033
10857914,45651169,Entire home/apt,,Beacon Hill,16,5.0,8,4.0,750.0,,42.360769,-71.064449,2017-02-16 10:44:46.631421
16878187,21609039,Entire home/apt,,Roxbury,0,0.0,8,4.0,850.0,,42.340678,-71.081932,2017-02-16 10:44:46.628994
16179346,94865294,Entire home/apt,,East Boston,0,0.0,16,6.0,800.0,,42.383441,-70.999166,2017-02-16 10:44:46.626430
1810397,9485021,Entire home/apt,,South End,29,5.0,8,3.0,900.0,,42.343639,-71.070235,2017-02-16 10:44:46.611307
3351728,10502779,Entire home/apt,,Beacon Hill,9,5.0,7,5.0,849.0,,42.357131,-71.071314,2017-02-16 10:44:46.608428
1628130,333220,Entire home/apt,,Jamaica Plain,1,0.0,10,4.0,750.0,,42.311712,-71.118184,2017-02-16 10:44:46.605317
15287975,13335390,Entire home/apt,,Jamaica Plain,0,0.0,3,0.0,900.0,,42.323341,-71.102059,2017-02-16 10:44:46.594871
15296865,1012005,Entire home/apt,,Bay Village,0,0.0,2,1.0,990.0,,42.348418,-71.068724,2017-02-16 10:44:46.592158
7109689,19241302,Entire home/apt,,Charlestown,4,5.0,6,3.0,600.0,,42.376439,-71.063395,2017-02-16 10:44:43.913216
14339068,49292206,Entire home/apt,,Charlestown,0,0.0,10,3.0,650.0,,42.375531,-71.062981,2017-02-16 10:44:43.910481
6197950,32141135,Entire home/apt,,North End,8,5.0,6,2.0,600.0,,42.362642,-71.054078,2017-02-16 10:44:43.902973
115936,228845,Entire home/apt,,Jamaica Plain,8,4.0,12,4.0,525.0,,42.315576,-71.113057,2017-02-16 10:44:43.899211
11735784,9419684,Entire home/apt,,South Boston Waterfront,5,5.0,6,3.0,506.0,,42.352645,-71.045701,2017-02-16 10:44:43.896521
10052824,30283594,Entire home/apt,,South Boston Waterfront,3,5.0,6,3.0,519.0,,42.351651,-71.045822,2017-02-16 10:44:43.892974
11734812,9419684,Entire home/apt,,South Boston Waterfront,5,5.0,6,3.0,506.0,,42.351416,-71.045845,2017-02-16 10:44:43.890734
10052622,30283594,Entire home/apt,,South Boston Waterfront,1,0.0,6,3.0,519.0,,42.351435,-71.046355,2017-02-16 10:44:43.888617
10052920,30283594,Entire home/apt,,South Boston Waterfront,0,0.0,6,3.0,519.0,,42.351325,-71.046397,2017-02-16 10:44:43.886568
14775078,4140161,Entire home/apt,,South Boston Waterfront,0,0.0,6,2.0,599.0,,42.34727,-71.039261,2017-02-16 10:44:43.884020
3673688,18142992,Entire home/apt,,Back Bay,36,4.5,4,1.0,699.0,,42.345051,-71.079889,2017-02-16 10:44:42.488427
7740592,4552954,Entire home/apt,,South End,2,0.0,4,2.0,700.0,,42.344032,-71.07408,2017-02-16 10:44:42.486315
3415245,17219748,Entire home/apt,,South End,2,0.0,6,3.0,700.0,,42.344182,-71.071437,2017-02-16 10:44:42.484076
2649521,13563081,Entire home/apt,,South Boston Waterfront,9,5.0,6,3.0,600.0,,42.343165,-71.053388,2017-02-16 10:44:42.481338
11970702,6201198,Entire home/apt,,South Boston,3,5.0,4,2.0,700.0,,42.3379,-71.043219,2017-02-16 10:44:42.478658
16009189,104086638,Entire home/apt,,Back Bay,0,0.0,6,4.0,599.0,,42.353751,-71.078019,2017-02-16 10:44:42.472138
15284907,95459395,Entire home/apt,,South Boston Waterfront,0,0.0,3,1.0,571.0,,42.351239,-71.045755,2017-02-16 10:44:42.467337
15189425,95459395,Entire home/apt,,South Boston Waterfront,0,0.0,3,1.0,571.0,,42.35077,-71.046572,2017-02-16 10:44:42.465330
15231923,95459395,Entire home/apt,,Fenway,0,0.0,3,1.0,571.0,,42.343481,-71.100628,2017-02-16 10:44:42.463283
10053032,30283594,Entire home/apt,,South Boston Waterfront,4,4.5,6,3.0,519.0,,42.351948,-71.046554,2017-02-16 10:44:41.198126
15718448,95459395,Entire home/apt,,Fenway,0,0.0,3,1.0,571.0,,42.343802,-71.097731,2017-02-16 10:44:41.196108
15267276,95459395,Entire home/apt,,Downtown,1,0.0,3,1.0,571.0,,42.35133,-71.063141,2017-02-16 10:44:41.194024
15232287,95459395,Entire home/apt,,Fenway,0,0.0,3,1.0,571.0,,42.344854,-71.100518,2017-02-16 10:44:41.190485
15283510,95459395,Entire home/apt,,Chinatown,0,0.0,3,1.0,571.0,,42.350769,-71.060925,2017-02-16 10:44:41.188286
15189699,95459395,Entire home/apt,,South Boston Waterfront,0,0.0,3,1.0,571.0,,42.352795,-71.045748,2017-02-16 10:44:41.183062
15187617,95459395,Entire home/apt,,Chinatown,0,0.0,3,1.0,571.0,,42.35103,-71.061705,2017-02-16 10:44:41.180861
15841981,12243051,Entire home/apt,,Downtown,0,0.0,4,1.0,699.0,,42.350024,-71.065301,2017-02-16 10:44:41.178631
15726469,95459395,Entire home/apt,,West End,0,0.0,3,1.0,571.0,,42.364841,-71.06761,2017-02-16 10:44:41.176267
7618925,11228809,Entire home/apt,,Roxbury,3,5.0,8,4.0,600.0,,42.32964,-71.092741,2017-02-16 10:44:41.171737
15187909,95459395,Entire home/apt,,Chinatown,0,0.0,3,1.0,571.0,,42.350695,-71.062839,2017-02-16 10:44:41.164485
6972426,36559227,Entire home/apt,,South End,24,5.0,4,2.0,575.0,,42.341412,-71.081137,2017-02-16 10:44:39.855941
16710622,35716992,Entire home/apt,,Downtown,0,0.0,4,1.0,556.0,,42.359911,-71.055094,2017-02-16 10:44:39.852699
14935662,93944371,Entire home/apt,,Roxbury,2,0.0,8,3.0,550.0,,42.335602,-71.075999,2017-02-16 10:44:39.780496
15924133,19572355,Entire home/apt,,Roxbury,1,0.0,8,3.0,550.0,,42.335103,-71.076887,2017-02-16 10:44:39.764852
7527149,10502779,Entire home/apt,,Beacon Hill,17,5.0,7,4.0,700.0,,42.357034,-71.070562,2017-02-16 10:44:39.762809
743211,2796082,Entire home/apt,,Jamaica Plain,51,5.0,10,4.0,550.0,,42.305813,-71.112597,2017-02-16 10:44:39.760839
7009774,36747522,Entire home/apt,,Charlestown,0,0.0,6,3.0,599.0,,42.383824,-71.067669,2017-02-16 10:44:39.758140
16710717,35266096,Entire home/apt,,Downtown,0,0.0,4,1.0,685.0,,42.359038,-71.054083,2017-02-16 10:44:39.754487
6544715,33986390,Entire home/apt,,South Boston,14,4.5,10,5.0,700.0,,42.336763,-71.045216,2017-02-16 10:44:39.751903
10052445,30283594,Entire home/apt,,South Boston Waterfront,4,4.5,6,3.0,519.0,,42.351305,-71.047652,2017-02-16 10:44:39.749732
15283105,95459395,Entire home/apt,,Chinatown,0,0.0,3,1.0,571.0,,42.350676,-71.060982,2017-02-16 10:44:39.745125
14935220,93938503,Entire home/apt,,Back Bay,12,5.0,16,7.0,520.0,,42.351105,-71.078893,2017-02-16 10:44:38.206392
16702101,22541573,Entire home/apt,,West End,0,0.0,4,2.0,514.0,,42.362983,-71.064072,2017-02-16 10:44:38.203150
12362389,2025724,Entire home/apt,,Back Bay,0,0.0,4,2.0,600.0,,42.354574,-71.072428,2017-02-16 10:44:38.191776
15041595,63218173,Entire home/apt,,Allston,6,5.0,14,6.0,699.0,,42.357952,-71.135277,2017-02-16 10:44:38.188034
2656568,13597630,Entire home/apt,,Back Bay,0,0.0,2,1.0,600.0,,42.348072,-71.076639,2017-02-16 10:44:38.182711
5690424,28090138,Entire home/apt,,Beacon Hill,58,4.5,7,4.0,690.0,,42.358186,-71.071774,2017-02-16 10:44:36.827492
7853079,814298,Entire home/apt,,Back Bay,28,4.5,6,3.0,568.0,,42.350618,-71.082791,2017-02-16 10:44:36.825374
15282690,95459395,Entire home/apt,,Chinatown,0,0.0,3,1.0,571.0,,42.349217,-71.059536,2017-02-16 10:44:36.822062
8389735,41456680,Entire home/apt,,Downtown,0,0.0,4,2.0,600.0,,42.352815,-71.063713,2017-02-16 10:44:36.819438
12270833,66095644,Entire home/apt,,Allston,0,0.0,5,2.0,524.0,,42.362546,-71.133947,2017-02-16 10:44:36.815446
16037167,2471419,Entire home/apt,,South End,2,0.0,10,5.0,600.0,,42.338956,-71.07818,2017-02-16 10:44:36.805514
16411013,107532508,Entire home/apt,,Back Bay,0,0.0,6,4.0,599.0,,42.353719,-71.077423,2017-02-16 10:44:36.803448
15727020,100417603,Entire home/apt,,Back Bay,3,4.5,8,3.0,650.0,,42.350764,-71.084892,2017-02-16 10:44:36.799969
17015212,108172638,Entire home/apt,,South End,0,0.0,7,2.0,532.0,,42.344576,-71.06405,2017-02-16 10:44:36.797512
3593290,5988470,Entire home/apt,,Jamaica Plain,8,5.0,5,4.0,325.0,,42.308898,-71.11869,2017-02-16 10:44:34.683715
12494334,31035017,Entire home/apt,,Roxbury,2,0.0,2,1.0,395.0,,42.330214,-71.092324,2017-02-16 10:44:25.494684
14685903,2953540,Entire home/apt,,West Roxbury,2,0.0,4,2.0,349.0,,42.299553,-71.129138,2017-02-16 10:44:25.477618
965554,25188,Entire home/apt,,West End,6,5.0,4,2.0,359.0,,42.364359,-71.069534,2017-02-16 10:44:04.009733
1754121,6320362,Entire home/apt,,South Boston Waterfront,4,5.0,4,1.0,400.0,,42.348974,-71.048531,2017-02-16 10:44:01.558907
3881993,11487565,Entire home/apt,,Jamaica Plain,8,4.5,6,3.0,500.0,,42.304338,-71.108717,2017-02-16 10:43:46.603705
6053700,31247560,Entire home/apt,,Jamaica Plain,7,4.5,6,3.0,450.0,,42.309835,-71.114579,2017-02-16 10:43:45.621007
13545797,73223944,Entire home/apt,,Downtown,1,0.0,4,2.0,350.0,,42.351067,-71.063122,2017-02-16 10:43:45.612348
1929406,9991368,Entire home/apt,,Jamaica Plain,2,0.0,6,4.0,335.0,,42.312742,-71.112014,2017-02-16 10:43:43.029698
8146576,30283594,Entire home/apt,,Fenway,1,0.0,5,2.0,319.0,,42.345257,-71.101742,2017-02-16 10:43:43.014633
10945558,51673899,Entire home/apt,,Back Bay,0,0.0,6,2.0,349.0,,42.346686,-71.079573,2017-02-16 10:43:41.744433
15869937,102875095,Entire home/apt,,Jamaica Plain,1,0.0,5,2.0,350.0,,42.325925,-71.111049,2017-02-16 10:43:39.047738
1948096,10074105,Entire home/apt,,Back Bay,3,4.5,4,2.0,385.0,,42.343271,-71.081267,2017-02-16 10:43:20.594394
1551205,8261931,Entire home/apt,,Back Bay,43,5.0,4,2.0,415.0,,42.342726,-71.08235,2017-02-16 10:43:20.591627
4446413,9419684,Entire home/apt,,Back Bay,7,3.5,5,2.0,363.0,,42.345003,-71.079491,2017-02-16 10:43:19.789844
4490826,9419684,Entire home/apt,,Back Bay,3,4.0,5,2.0,363.0,,42.345005,-71.079553,2017-02-16 10:43:19.786220
716643,25188,Entire home/apt,,Back Bay,8,4.5,4,2.0,349.0,,42.346097,-71.078986,2017-02-16 10:43:19.779708
5870309,30283594,Entire home/apt,,Back Bay,6,4.0,5,2.0,319.0,,42.345074,-71.080485,2017-02-16 10:43:19.777668
9992751,30283594,Entire home/apt,,Back Bay,0,0.0,5,2.0,319.0,,42.346439,-71.079199,2017-02-16 10:43:19.773772
9858,25188,Entire home/apt,,Back Bay,1,0.0,6,2.0,449.0,,42.344471,-71.081786,2017-02-16 10:43:19.771507
4132983,9419684,Entire home/apt,,Back Bay,19,4.5,5,2.0,363.0,,42.346026,-71.079917,2017-02-16 10:43:19.767074
2247190,9419684,Entire home/apt,,Back Bay,16,4.5,5,2.0,363.0,,42.346493,-71.079625,2017-02-16 10:43:19.763374
2246959,9419684,Entire home/apt,,Back Bay,22,4.5,5,2.0,363.0,,42.346483,-71.079675,2017-02-16 10:43:19.760511
4143561,9419684,Entire home/apt,,Back Bay,15,4.5,5,2.0,363.0,,42.346762,-71.079951,2017-02-16 10:43:19.757904
8334845,30283594,Entire home/apt,,Fenway,3,4.0,5,2.0,319.0,,42.343016,-71.099856,2017-02-16 10:43:18.452148
6444138,9419684,Entire home/apt,,Fenway,3,4.5,5,2.0,337.0,,42.343543,-71.098486,2017-02-16 10:43:18.449717
8164146,30283594,Entire home/apt,,Fenway,0,0.0,5,2.0,319.0,,42.343402,-71.099455,2017-02-16 10:43:18.447453
4069422,12340193,Entire home/apt,,Fenway,13,5.0,4,2.0,500.0,,42.343873,-71.097963,2017-02-16 10:43:18.443717
951480,25188,Entire home/apt,,Fenway,1,0.0,4,2.0,349.0,,42.342967,-71.102514,2017-02-16 10:43:18.441392
6793913,30283594,Entire home/apt,,Fenway,2,0.0,5,2.0,319.0,,42.343305,-71.101489,2017-02-16 10:43:17.061641
8165898,30283594,Entire home/apt,,Fenway,4,5.0,5,2.0,319.0,,42.343376,-71.101278,2017-02-16 10:43:17.057477
2214923,9419684,Entire home/apt,,Fenway,1,0.0,5,2.0,337.0,,42.344324,-71.097563,2017-02-16 10:43:17.054711
716512,25188,Entire home/apt,,Fenway,0,0.0,4,2.0,349.0,,42.344011,-71.098815,2017-02-16 10:43:17.052490
54215,25188,Entire home/apt,,Fenway,5,4.0,4,2.0,349.0,,42.343453,-71.101668,2017-02-16 10:43:17.049580
8187595,30283594,Entire home/apt,,Fenway,0,0.0,5,2.0,319.0,,42.343864,-71.099841,2017-02-16 10:43:17.046834
